Dates,Localisation,ESR,Type,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,Vougeot,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,Morcenx,non,Accident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,Longuevilles Rochejean,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-03,Château Thierry,non,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,Argenteuil,oui,Dégagement intempestif du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,Vic le Comte,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,Bonneville,oui,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,Entre Chef du Pont Sainte-Mère et Carentan,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-20,Lutzelbourg,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,Mâcon,non,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,Grenoble,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-06,Guingamp,oui,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,Angoulême,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,Melun,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,Chalôns en Champagne,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,Luxembourg (Luxembourg),oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-13,Gare de Pont-Cardinet,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,Arles,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-14,Eckwersheim,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,Pihen,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,Orléans,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,Saint Maixent,oui,Mauvaise matérialisation du point de dégagement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,Survilliers,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-06,Vayres,oui,Heurt au croisement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-12,Pons,non,Incendie en gare,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,Amberieu,non,Circulation de véhicule non autorisée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-14,Yvetot,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,Le Bourget,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-10,Saint Pierre des Corps,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,Ermont-Eaubonne,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,Hourcade,oui,Hourcade,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-11,Saint Pierre des Corps,oui,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,Coutras,non,Non mise en protection,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,Saint Pierre des Corps,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,Montbard,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,Hausbergen,oui,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,Bully-Grenay,non,Porte non vérroullée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,Lyon Part-Dieu,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,Trappes,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,Les Aubrais,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,Vic Mireval,oui,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,Woippy,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,Entre la Ferté Milon et Oulchy,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,Bordeaux Saint-Jean,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,Revigny,non,Dégagement de fumée sur matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,Aix-les-Bains,non,Arrêt hors de quai de tout ou partie d’un train de voyageurs,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,Hazebrouck,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,ISLE JOURDAIN,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,ENTRE MAGLAND ET SALLANCHES,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,VILLEMOMBLE,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-11,LYON,non,Non conformité du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,MELUN,non,Avarie matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,BREAUTE-BEAUZEVILLE,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,SAINT JEAN-DE-MAURIENNE,non,Matières dangereuses,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,SEVRES,non,Dégagement intempestif du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,Entre MOTTEVILLE et MALAUNAY LE HOULME,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,SAINT FONS,non,Mouvement en sens inverse du sens normal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,TOULOUSE,non,Réalimentation intempestive des caténaires,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-14,VILLENEUVE SAINT GEORGES,oui,Avarie matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,METZ,non,Erreur d’itinéraire,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,TOURS,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-15,SOUS STATION DE TIVERNON,non,Electrisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-19,TOULON,non,Ouverture par un tiers d’une porte de TGV en marche,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,VESTRIC-LUNEL,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,CHAMBERY,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,CALAIS,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,KALHAUSEN,oui,Erreur grave de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21,BORDEAUX,non,Réalimentation intempestive des caténaires,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,TECHNICENTRE DE NEVERS,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-22,DIJON,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-27,TECHNICENTRE DYU LANDY,non,Electrisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-02,SIBELIN,non,Incident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-22,VERSAILLES,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-27,Sablé,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-19,FRANCHEVILLE,non,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-03,Villeneuve St-Georges,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-22,CHANTENAY,oui,Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-18,HAUSSMANN ST-LAZARE,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-13,ROCHEFORT,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-07,LE MANS,non,Electrisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-06,Entre RANG-DU-FLIERS et LILLE,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-06,MODANE,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,CAZERES Sur GARONNE-CARBONNE,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-17,THIVIERS,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,SAINT PRIX,oui,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-05,PARIS EST,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-26,PAU,non,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-03,MOUTHIERS,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-01,DOURGES,non,Collision avec enfoncement de heurtoir,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,Entre Nort-sur-Erdre et Abbaretz,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-27,Entre BELLAC et NANTIAT,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,BRETIGNY,oui,Défaillance d'ouvrage,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-15,Entre FONT-ROMEU et BOLQUERE-EYNE,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-29,LISIEUX,oui,Présence de voyageurs sur voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12,CLELLES,non,Autorisation de franchissement sans vérification,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-28,NEVERS,oui,Non respect du point d'arrêt,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-14,PAS-DES-LANCIERS,non,Accident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-16,Entre CIEURAC et CAHORS,non,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,LE PUY SAINT FIRMINY,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07,LA FERTE MILON,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-21,MARSEILLE,non,Collision avec enfoncement de heurtoir,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-24,ABBEVILLE et AMIENS,non,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,INFRAPOLE PARIS SUD EST,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,PERRIGNY P2,non,Défaillance d'ouvrage,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-03,MORLAIX et RENNES,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-09,BALBIGNY,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-16,RETIERS,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-03,FOURCHAMBAULT,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,INFRAPOLE AUVERGNE NIVERNAIS,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-07,PERPIGNAN,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-10,INFRAPOLE AUVERGNE NIVERNAIS,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,VAIRES,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,ALBIGNY,oui,Intempéries,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-17,LONGERAY-LEAZ,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,CREST,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-14,VILLENEUVE ST GEORGES,oui,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-10,ALBI,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,GRENAY,oui,Avarie matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,Entre RENNES et SAINT MALO,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,LENS,oui,Autorisation de franchissement sans vérification,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-07,ROMANS BOURG DE PÊAGE,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,FLEURVILLE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,BELFORT,oui,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-13,VAL LES MARAIS,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-02,BIZANOS,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-28,MONTPELLIER - LATTES,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-13,THIONVILLE,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-28,MULHOUSE,oui,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,MARSEILLE,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,SAINT GERVAIS,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-29,LA SEYNE TAMARIS SUR MER,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-20,BOURGOGNE,oui,Heurt au croisement,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,CHÂTEAU LANDON,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-05,POITIERS,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-13,AUBAGNE,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,SAINT AGNAN,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-29,Coulomniers,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-17,VARADES,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,METZ-VILLE,non,Circulation de véhicule non autorisée,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-23,PAS-DES-LANCIERS,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-18,Grande Opération Programmée de MULHOUSE,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-02,MITRY CLAYE,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-07,TOULOUSE,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,NIMES,non,Engagement de gabarit suite à désemparement de pièce,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-20,PARIS MONTPARNASSE,oui,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-21,CONNERRE-BEILLE,non,Arrêt hors de quai de tout ou partie d’un train de voyageurs,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-22,LILLE-FLANDRES,non,Avarie matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,Mulhouse,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,Pont à Vendin,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,Chece Varains,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,Blainville Damelevieres,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,Gare de Aubergenville-Elisabethville,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,Entre Bayonne et Biarritz,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,Bedous,non,Incident grave de passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,Viroflay-rive-gauche,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,Reims,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-09,Golfe de Fos,non,Non mise en protection,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-11,Autigny-le-Grand,ND,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-18,Eparcieux Saint Paul,non,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,Entre les Aubrais et Toury,non,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-29,Marseille,non,Dégagement de fumée sur matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,Champtocé sur Loire & La Possonnière,oui,incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,Sibelin,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,Vénissieux dépôt,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,Lyon,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,Vendôme,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,Sibelin,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,Denain,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,Nantes Blottereau Poste 3,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,Belleville sur Saône,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,Limoges Dépôt,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,Saint-Hilaire,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,Vierzon,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,Dijon Ville,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,Entre Sète et Béziers,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,Amiens,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,REIMS,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,Lyon Part Dieu,non,Composition non conforme,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,Perrigny Poste 2,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,Beaune,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,Blanc Misseron,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,Lyon Guillotière,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,Clermont Ferrand,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,Tarbes,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,Juvisy,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,Montdidier,non,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,Chamonix,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,Lyon Perrache,non,Circulation de véhicule non autorisée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,Villers Cotterets,oui,Désordre d’ouvrage en terre,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,Lyon Montluçon,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,Annemasse,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,Lens,oui,Collision par prise en écharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,Entre Beaulieu-sur-Mer et Eze-sur-Mer,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,Gare de Nancy Ville,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,Blainville,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,La Fere,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-04,Haubourdin,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,Bayonne,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,Mende,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,Aubagne,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,Meyrargues,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,Bobigny,non,nez à nez,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,Chauny,oui,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,Miramas,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,Reims,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,Gare de Paris Saint Lazare,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,Entre Bricon et Châteauvillain,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,St Germain au Mont d’Or,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,Laroche Migennes,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,Bayonne,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,Saint-Jodard et Saint-Étienne-Chateaucreux,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-03,Entre Pontrieux Halte et Brelidy-Plouec,oui,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,Groisy-Thorens-La-Caille,oui,Désordre ouvrage d’art,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,Nevers,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,Saint-Martin-de-Crau,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,Mirecourt,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,Saint-Georges-d'Espérance,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,Bordeaux Hourcade,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,Entre Saint-Pierre le Moutier et Saincaize,oui,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,Entre Font-Romeu et Saint-Leocadie,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,Entre Pont de Veyle et Macon Ville,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,Saint Matthieu,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,Cazères-sur-Garonne,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,Cazères-sur-Garonne,ND,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-15,Woippy Paloma,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,Villeneuve les Maguelone,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,Entre Achères et Maisons Lafitte,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,Portes les Valence,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,Hourcade,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,Armentières,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,Hourcade,non,Incident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-02,Entre Noyal-A. PL et Cesson-S PL,oui,Collision contre obstacle et deraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,Amiens,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,Limoges Dépôt,non,Dérive et collision,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,Voujeaucourt,oui,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,Entre Rethel et Reims,non,Acte de malveillance,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,Oulchy Breny,non,Erreur grave de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-22,Entre Saint-Just sur Loire et Le Coteau,non,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,Saze,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,Narbonne,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,Gare de bussière-Galant,non,Erreur d’itinéraire,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-22,Pantin,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
